ut	nuts2
000245874000003	FRL0
000264524300011	DEA2
000263498800011	DK02
000089953800009	CH01
000308513000009	FRI1
000227566400042	FRJ2
000221102000026	FRF1
000253099500011	DE21
000176746900031	PT16
000360191800007	CH01
000168514900035	DE92
000181494200010	FRG0
000168733800018	ES11
000337731900037	NL41
000089639000019	SE12
000270062800005	FRC1
000235008900033	UKI3
000291583400005	BE10
000230714600003	UKE3
000291445400217	DK01
000181924600276	CH02
000256542600008	DEA2
000084822400049	BE35
000238696600005	DE11
000240567400021	ITH4
000263928900010	FRK2
000285392900015	AT31
000222481400020	ITF4
000252175700096	ES30
000223804700005	DEB3
000220804900008	DEE0
000266527800034	DEA3
000233603900013	UKD3
000167615200013	NL32
000270513500017	CH01
000226804000003	FRE2
000171468500008	AT31
000245713500028	ITF6
000186810500011	ITC1
000252619100036	PL63
000242783900025	FRI1
000249156100069	UKC2
000247372900070	SE11
000224457000052	ITI1
000177032600018	BE21
000172779700088	FRL0
000273995000082	ES30
000224741700045	PL91
000233616400030	DE12
000225362900006	ITI4
000260023900002	ES61
000255698400007	PT16
000177094900010	DE13
000224076000001	FRJ2
000180228400034	BE21
000237437100144	FR10
000256189000016	UKJ2
000178817800010	PL41
000266270500004	NL31
000246647900105	RO21
000085457900018	DE30
000263623400005	ITH3
000267928100022	DEA5
000248355000004	NL42
000272713700017	AT13
000259438200054	IE05
000275735500023	NO08
000257519600039	ES51
000256172200003	ITF1
000224855000067	CH03
000244630900006	CH01
000172329900002	DE13
000252820300017	DE91
000242991900161	NL32
000226214400002	ES30
000258722100013	BE24
000227621300011	ES51
000227247100064	UKN0
000249904100014	UKM7
000241139100009	NL41
000251697100005	DE40
000235584300003	TR51
000263409700048	NO08
000168741500016	SE12
000229804700070	CH02
000220043200006	HU11
000240560600045	ITC1
000265855000001	UKM8
000254069200011	DE25
000184968000007	DEB3
000271664500022	FRK2
000224219900060	UKC1
000187223300009	FRK2
000243693600005	UKD6
000185297600008	ITC1
000259441800013	DEA5
000267694100051	DEF0
000229952100052	BE24
000238805900069	ITH5
000247034000023	NL32
000280762000099	DK05
000253518700013	UKD3
000242273100016	DE11
000253102100026	UKJ2
000227563700008	FRJ2
000179735200002	UKD3
000207443600091	UKF1
000260574400085	UKG3
000248315900044	UKH1
000225302800009	DEB3
000255717400011	DE30
000260505000005	UKJ3
000232485000005	DE11
000244252600029	UKJ2
000248886700028	FRK2
000260438800030	CZ06
000271234300004	DE11
000270461300050	ES51
000259411200023	FRK2
000221537400014	IE05
000174708400010	UKI3
000245691200008	BE35
000246565400014	ES51
000184174600022	SE23
000265015500005	CZ01
000089149100014	FI19
000248712800014	FRJ1
000180589000005	SE23
000258976100016	DE92
000267278900014	DEA1
000252296800014	FR10
000266382800012	DE21
000186011500022	DE14
000238049000009	DE11
000189264100054	FR10
000231397200061	DED2
000238393800016	ES30
000241425800051	EL30
000246058700011	UKK1
000260851400026	SI04
000244966400001	DE72
000220750300009	DE12
000237389900007	FRI1
000246304500011	UKG3
000254386400019	UKH1
000183223400026	DEA3
000085436600010	UKD3
000256232600008	ES51
000262526200012	DEA3
000236838000014	ITH5
000245324700059	PT16
000262364000042	FR10
000233723200012	UKM8
000256742000018	CH04
000260023900018	ES51
000270620500003	PL41
000179261100085	DK02
000171845100010	DE30
000226085100073	DE21
000253399000063	BE24
000258076200004	FRJ2
000234500100055	FR10
000247435700039	FRF1
000184551300003	CH01
000177345200010	DEA1
000230946400017	FI1B
000087262300011	ES51
000222219300148	EL30
000183624600007	NL32
000257141201006	DE21
000178300200063	NL21
000178071800059	DK01
000179253600007	UKI3
000244799800012	DE11
000188965700007	ES11
000275974500037	AT22
000259922000026	UKF2
000263295400038	CH04
000182376000034	PL51
000224894900071	ITF4
000185756900008	ITH5
000251269500020	DED2
000264950600008	SE23
000231246100054	AT13
000246465000010	DEE0
000270853100005	AT22
000244647900370	BE24
000251830200031	ITC4
000085831200001	BE35
000184821500007	CH01
000261796800022	FRK2
000088284900036	UKC1
000240238100086	NL22
000231253900014	DED4
000221713300042	FR10
000242709200015	DE92
000261960400027	CH04
000235784500032	FRF1
000175325000136	AT13
000267444900008	ITH3
000085393900031	DEA1
000242654400022	UKH1
000236401600062	DE25
000224539100034	DE13
000238249000069	DE13
000238274400021	FR10
000248419900019	UKM8
000168926100010	ITC1
000226460900002	DE11
000250725600033	DE50
000169159400020	DE12
000250161000002	UKE2
000166231500002	DK01
000187566500009	FRF2
000266263300003	PL71
000166465400076	UKJ1
000238893000048	FRK2
000257574900030	DE40
000165267300011	UKE1
000267305500008	IE04
000279541800023	FRH0
000220889200007	TRC1
000221828200053	NL31
000230886100037	FRJ1
000238314900125	DE13
000180803800038	DE13
000249043800001	UKM8
000250474800010	DK01
000188715100009	DE50
000173843000006	DE30
000269425400024	EL52
000242970300010	FRJ2
000220510500124	UKD3
000244567300015	DE30
000181088000001	PL71
000184121200019	FR10
000269442900024	UKJ1
000256443800014	ES51
000233510100013	DE71
000222265600006	NL32
000182564500011	PT16
000246210000128	NL41
000256742000024	DEG0
000172416800037	DE26
000236160000017	FR10
000181049000005	ITH3
000247378600079	BE24
000268975300017	CH04
000272904100008	FRF1
000259604200043	DE91
000231294400046	DE71
000233304700030	DE50
000256695700053	DE14
000242409200045	SE12
000248439400009	PT17
000253946100041	NL22
000280345900125	NL41
000270746400007	DE12
000246891500171	UKF1
000222950300004	DE40
000256846300011	IE06
000247104700041	FRI1
000229398000011	UKH1
000259205400024	UKH1
000251744600006	DE40
000252970800014	FR10
000168013900049	FR10
000271144200018	EL52
000180319200043	DEA5
000276119000011	TR63
000250801700006	BE24
000241960400077	BE33
000266567400048	LT01
000243173000001	DED2
000250992000003	DEE0
000229922900009	CH02
000169128500016	DEA2
000260252700023	BE21
000229651300002	EL63
000224178300050	DE14
000252877300021	UKE3
000166465400029	NL41
000167139700070	UKL1
000256738800004	DE13
000266973600007	ITF6
000223694200028	DE71
000241447500009	AT13
000223221800004	TR42
000223719300003	FR10
000236307700041	DEA1
000268661500008	DE30
000168831200192	DEB3
000241253100020	DE23
000241928300004	ITC1
000228959500019	ITI1
000173839000008	UKH1
000256196600072	DE21
000224656800010	ITH5
000227725600025	FRJ1
000248692600011	UKC1
000180091100050	BE24
000175483100054	CH01
000266501500114	UKH1
000250604600022	DE22
000259888300008	PL51
000265544400006	DE71
000272904100037	FRK2
000270420700076	ITI1
000225072400014	DE21
000263818900036	ITC4
000249329600012	NL32
000253724400007	HU32
000223773600004	ITH5
000224977000019	UKG3
000271756500019	FR10
000207763900001	ITI4
000244117400044	ITH4
000239890000076	FRK2
000221529500012	ES51
000181093600046	EL30
000267045400005	DE25
000234872800007	ES61
000244009600011	FRK2
000228744800008	DE71
000222219000146	NL31
000225068800047	SE12
000176522000052	ES30
000254243900007	BG32
000268217000037	FRL0
000234487600009	CZ01
000266413700013	UKE3
000235945200029	ES52
000235212900015	DE12
000169531200014	DEF0
000246842100008	DEA2
000263883000037	DED5
000248484400064	BE32
000243157200013	DE24
000334093300008	DE13
000242709200017	UKN0
000225811100016	DE91
000252546400001	SE12
000175566600006	MK00
000177359000006	LT02
000245326300043	AT33
000178683400052	AT22
000242395900040	FRJ2
000220146200022	EL63
000183074800048	UKF1
000245576700012	PL41
000258633800032	SE23
000223913300016	PL91
000225995200015	NL33
000263222900135	ITH2
000174036200002	DE12
000171592900397	ES51
000256920000002	FR10
000271525200010	BG41
000182095000004	DE26
000184515300061	FRH0
000384455800016	CH01
000186816400003	CH03
000260707300019	UKH1
000265169700015	BE33
000169443900019	DEA2
000259943300030	FRJ2
000269638900015	CZ01
000180804100006	FR10
000246491600005	DEA5
000090078900022	DEA4
000252904700007	FR10
000240889400024	PT16
000167345400021	AT31
000269337400021	DE30
000180600800002	IE05
000166261400018	UKH1
000222542600259	DK05
000245332400005	BG41
000269154500012	DE30
000255629400032	DEA1
000186699900020	UKJ1
000257038300013	SI04
000260360700045	NL42
000225738200002	CH01
000222018500021	PT17
000242948700030	ITC4
000266352700036	DE21
000263420400034	NL32
000253352500016	UKE3
000168345000008	ITH5
000087010300011	FI1C
000167042800007	DEA4
000222200600051	DE30
000270032500033	ES51
000227671400003	PL63
000239325400016	ES51
000183415700013	ITF4
000230047400328	DE92
000237584000001	FR10
000232264900015	UKH1
000278994000006	UKI7
000238258300019	DEE0
000271272900010	DED2
000180995600012	FR10
000222936900012	FI1B
000233420000002	UKC1
000272394400029	DE60
000268809400008	FR10
000369744500014	UKJ1
000088970500012	UKD3
000269638900013	FI19
000257938100024	PL41
000222566400012	UKI3
000180016600011	ITI1
000225425700019	CH03
000220456400019	SE12
000225762800030	PL51
000185761200030	FRE1
000233784800009	ES30
000229918200013	UKE1
000243240900008	UKD6
000265345900006	UKE4
000262420700031	DE11
000230168100144	DE30
000247947100006	UKD4
000265030000028	DE21
000240160900026	ES51
000178062400017	BG41
000254593900022	HR05
000252668300024	ITH5
000247849600003	PL22
000266184400006	ITG1
000244737400027	SE12
000170989400017	UKM7
000227159400018	DEB3
000243415200087	ITI4
000236979000003	DED2
000279343900040	NL33
000185476400010	ITH4
000168831200268	UKJ1
000229982600007	CH01
000231550000034	UKD6
000270459900042	FR10
000245083700007	DE21
000240427100002	DE21
000176049700029	NL32
000262245400081	NL22
000250066700077	ES11
000221813400085	BE21
000229440800014	UKD3
000249476800081	ITH2
000260486400018	ES13
000269771200028	DED2
000241464700012	DE11
000234981600006	ITI1
000265412400044	ITC3
000270498300001	CH01
000268535600010	ITF1
000269605900002	FRF1
000239211700012	UKJ1
000180807000004	ES30
000229758800014	FI1B
000089867900045	ES30
000170902600001	DEB3
000182533900281	FR10
000085120700006	FRJ2
000249632300029	BE24
000225952400010	ITH3
000249596500012	ITI4
000184567900022	BE24
000232002800001	NL32
000253764300076	AT31
000263620200011	TR31
000234198300024	PL91
000268992400003	UKJ1
000270780800009	SE33
000230890200171	SE23
000085591900044	ITI4
000226478900080	ITG2
000265855700020	DEG0
000166546100006	DE21
000272311400007	ES30
000231227400059	DE12
000228632400013	PL21
000087284900099	UKH1
000387703900132	DE13
000251199200002	AT31
000278530700045	BE24
000268745400030	ITC1
000245484200016	TRB1
000259673500096	ES51
000260888600008	SK01
000263468800046	FRJ2
000227255300005	DEA5
000225606300017	UKF1
000223112100014	ES51
000221815900003	FRK1
000234118500074	DEA2
000177036300002	DE11
000244387900012	PL91
000247762000060	ES51
000270458000072	DE30
000323912400041	PL51
000248226900015	EL30
000247573600012	UKM8
000183415700017	CH01
000183557300066	DE72
000251391000020	SE22
000254680500042	ITC4
000246284800028	DE14
000233763800027	CH03
000240012600006	ITC4
000263770800102	DE92
000089733800050	DK01
000176365000029	FRF3
000250792200004	FRD2
000262519100012	CH04
000245241600046	DE25
000227653000001	FRF1
000180988900003	EL43
000185828300005	NL32
000170450200048	DEA5
000167673000002	UKI3
000224685200046	UKI3
000269154500024	ITH4
000271583000017	DE21
000086556100016	UKG2
000270047300011	UKF2
000248361200024	ES22
000245406400071	FR10
000232780900056	DK01
000255879100015	DE92
000165916600030	EL52
000247378600006	BE24
000180418700001	UKH2
000224152700024	DE71
000291561500020	FI1D
000221843400046	NL33
000249282900005	DK01
000239313600008	ES11
000168146700012	FR10
000085121100039	SE33
000174334900005	SI04
000245535300024	LT02
000247634000005	DEF0
000261847800066	UKH1
000179162400012	NL32
000179023300027	FRK2
000261056500050	ES52
000248982100036	FRF1
000182179800021	FRE1
000222428800003	DE80
000247835000008	SE33
000269408000014	FRK2
000225053700014	CZ01
000226522400018	ES30
000257521600008	NL41
000245120200019	FI1B
000249501900012	SE11
000183160500004	DE12
000267865200019	UKG3
000261510000010	PT17
000258949000006	ITH5
000224799300024	BE24
000236483400018	DE21
000223273800007	ES30
000310329300033	ITF3
000180368600021	ITC4
000181498700018	UKJ1
000232257100059	FRK2
000262016900014	ES52
000238393800015	UKM5
000089553100038	DE94
000175737200003	UKC2
000241057100053	SE12
000251933200016	DEG0
000182604300085	FRD1
000236278800008	BE32
000268652700010	ITH5
000313567200007	UKI3
000182936200010	DEA3
000185294800002	ITH5
000274525500008	UKF2
000179806500196	ITF4
000264660300004	ITH5
000259590400020	RO11
000434829500054	PL91
000220510900070	FRK2
000227494500039	UKH1
000257510500019	FRK2
000186467000001	TR51
000258643300044	IE06
000243895400071	NL21
000255649500007	IE06
000259265100112	FRK2
000229807500003	DED5
000244496700029	ES61
000238446900023	ES41
000267631000063	FRF1
000224268400043	UKH2
000241425800024	SE23
000257612900013	FRH0
000187951600004	PL71
000189231900022	ITC4
000241711500004	DEA2
000231426000002	LT01
000224735700002	UKJ3
000235990700003	UKM7
000175144300047	SE12
000245005700028	PT16
000255137800002	UKJ1
000225673500037	ITH5
000185764700016	SE23
000248064100018	FRK2
000250937500009	DE23
000184186700012	DE72
000242786500005	DE21
000187736300010	BE24
000261539500011	ES11
000258440700057	UKD7
000169127500001	DEA1
000256323500031	ES51
000228991600026	DE30
000261184100021	DE21
000258867200002	UKF1
000244275500028	DE23
000279630101087	ES51
000267095400001	UKH1
000239005800022	DEG0
000249657700014	UKM7
000262256800003	DEA3
000270459900036	UKJ1
000170394900016	FRE1
000232120900026	UKN0
000265529800056	ITH5
000172867900132	HU33
000183286600022	ES30
000186011500022	DEB3
000243327900034	UKJ1
000230244300054	BE21
000220510500129	DE30
000265895500006	CH04
000237328000006	FRF1
000246647500007	AT22
000248036200006	BE21
000186347100008	NL21
000273229200069	ITG1
000170406300003	PL91
000275858200027	BE24
000232934400020	UKD3
000245815000009	BE10
000253691400025	RO21
000260444100008	ITH5
000247991400017	ITH4
000242709200030	FR10
000224696400007	ITH3
000249087200067	FR10
000171510500006	UKG1
000251905000022	FRH0
000255515900003	DEA1
000227629700048	NL32
000185229600060	EL63
000177841700001	ITC1
000175069000058	UKL2
000265988900004	PL41
000249768400025	DE14
000180160800009	IE06
000273604800005	NO08
000222290200014	BG41
000244348100013	SE22
000243027100025	HU33
000225843200026	UKJ1
000221568700019	NL42
000248929100038	ITC4
000247306000143	ES30
000259920400037	ITH4
000227408200020	EL30
000257107800005	FRK2
000221908200006	ITH3
000266855800019	PL91
000227956200008	TR10
000297562300013	CH01
000257461400010	UKK1
000222137400004	DEA2
000185690200019	TR51
000170259600082	ES21
000269886300008	SE23
000179399500049	DK01
000167476000016	DE71
000255506700037	UKJ4
000247678100030	PT16
000255622300002	FI1D
000267633300054	DE25
000246789700003	NO08
000230240600020	FRI1
000229982700037	CH02
000273995000371	DEA2
000230624000037	FRC2
000177224400067	UKJ1
000239758400033	FRL0
000253613100003	ES51
000272904100061	FRJ2
000251293300011	DEA5
000260125500128	UKH1
000245225300005	BE24
000230244300103	DE60
000269892900021	UKN0
000235752600026	FRI1
000262607800087	BE35
000250643600065	FR10
000172389300001	DEA2
000232189100078	DE13
000252256500049	ES51
000271907600001	UKK4
000248392100008	ES30
000169008800008	PL51
000236812400004	BE22
000241757500138	ITC4
000249497200021	ES11
000266690700006	DE30
000226471300010	ITF3
000166560600028	FRF1
000085709500004	RO31
000252265106004	ES51
000178104600050	UKF1
000237499700017	DE50
000251744300052	ITH3
000228549600069	FRK2
000086130200014	DE21
000236518700026	NL32
000414819900052	PL51
000233038600004	CH05
000224547300074	DEA2
000166820600046	DE91
000235433200015	EL30
000259185400010	ITF3
000222680400002	UKJ3
000179797700042	UKM5
000270538800010	BE23
000268329200006	ITC4
000273244300014	ES41
000087908300002	DEA2
000240514700012	DE71
000179611800055	UKJ3
000262944100008	FRK2
000242513300008	ES30
000244910300005	NL22
000265755800050	ES51
000184815400056	FRK2
000234119100038	UKC2
000175311000011	UKH1
000229859100045	SE12
000232442200072	ITG2
000270362100006	UKM7
000265595000005	AT13
000238718500031	BE24
000294306900031	ITC4
000243836700008	FRI2
000184684800011	ITF1
000262296200006	DE23
000176448800006	DE21
000271357300065	CH01
000272125100013	CH04
000168741500235	NL11
000223640500022	ITF4
000250457900016	NL41
000239001900022	UKF2
000262521800038	BE35
000244730100029	AT13
000220533500031	FRK2
000266197700021	TR41
000165429800034	ITH5
000244423700005	CH04
000243397900017	FRI1
000233955500038	DE27
000241104400003	DE12
000249501900059	ES30
000227156800017	DE60
000273216500117	ITF3
000084607800015	BE10
000262906100036	RO32
000226034600019	CH04
000249447700045	FRK2
000280420600029	DEG0
000184919600036	DE30
000272873800106	DE30
000184923700003	DEA2
000253992700005	FRL0
000180319900011	NL32
000256934900031	FR10
000222153300004	DE30
000175065500027	DE14
000313567200013	UKI3
000251467400013	DED2
000259873000068	HU11
000167447600005	DE30
000238274700002	PL42
000232931800113	DE13
000270045500023	FRF1
000265935700020	DE26
000181302800042	UKD7
000239937600012	FR10
000267300000003	FRF3
000226169800021	UKH1
000272442900002	FRK2
000225425900028	DEA2
000208349400004	DE72
000223321500011	DEG0
